Group,Song,Lyrics
a1,Starlights,"

Starlight 
Even though I'm not with you tonight 
Just let them light up your room 
You know that they're shining for you 
We're looking out on the same sky starlight 
 
Everybody gets down sometime 
When I get down I turn to rhyme 
I write lyrics like diary 
When the words come out yeah it's good for me 
But every body needs a little help 
When you lost for words and you can't help yourself 
Just step out to your balcony and 
 
Just look up to the starlight 
Even though I'm not with you tonight 
Just let them light up your room 
You know that they're shining for you 
We're looking on the same sky starlight 
 
Why (do) you lost your confidence 
You're beautiful, it don't make sense to me 
It's been a while since I've seen you laugh 
Last time you face it for a photograph 
And when there's no one to hold ya 
And you're all out of hope 
Just remember what I told ya 
Just step out to your balcony and 
 
Just look up to the starlight 
Even though I'm not with you tonight 
Just let them light up your room 
You know that they're shining up for you 
We'll looking at the same sky starlight 
 
Every night in a way you'll find me 
I'm in the sky the moon beside me 
Just look around and they're out here 
Waiting waiting for you 
 
I'm waiting for you 
 
Just look up to the starlight 
Even though I'm not with you tonight 
Just let them light up your room 
You know that they're shining for you 
We'll looking out on the same sky starlight 
 
Every night in a way you'll find me 
Just look around and they're out here 
 
Starlight 
Even though I'm not with you tonight 
Just let them light up your room 
You know that they're shining for you 
We're looking out on the same sky starlight
"
a1,Blackout,"

Your eyes. They tell me something 
I heard a rumor saying you're alone again 
On your own again 
 
That really got me thinking 
I know that you're looking for love but maybe 
Until then you just need a friend 
 
We don't have to tell nobody 
Our secret's safe don't worry 
No string no complication 
It's just a ""win-win"" situation 
 
Don't stop don't resist 
'Cause you and I can coexist 
When the lights go out 
Reach out take a risk 
And be my friend with benefits 
When the lights go out 
 
Go separate ways when leaving 
Both know when later you'll be home with me 
Be alone with me yeah 
No heart that we're deceiving 
No harm in what we're feeling 
As long as we don't think of what could be 
 
We don't have to tell nobody 
Our secret's safe don't worry 
No string no complication 
It's just a ""win-win"" situation 
 
Don't stop don't resist 
'Cause you and I can coexist 
When the lights go out 
Reach out take a risk 
And be my friend with benefits 
When the lights go out 
 
Go out go out 
 
Don't stop don't resist 
'Cause you and I can coexist 
When the lights go out 
Reach out take a risk 
And be my friend with benefits 
When the lights go out
"
a1,Just 3 Words,"

No more drama 
I'm going under 
With your face so full of thunder 
Lay it on me evidently 
There's an elephant in the room 
 
Can't think straight I can't go on 
It's hit me hard but I can't give up 
Speak to me 'cause it's killing me 
 
You can change my world 
Just say the line 
With just three words 
You'd save my life 
 
When it comes down 
To the wire 
One spark can start a fire 
So come on now 
Let it all out 
Before my heart goes tick tick boom 
 
Can't think straight I can't go on 
It's hit me hard but I can't give up 
Speak to me 'cause it's killing me 
 
Think about how eleven letters 
Mean the world when they're put together 
They can change our lives forever 
Say them now 'cause it's now-or-never 
 
You can change my world 
Just say the line 
With just three words 
You'd save my life 
 
You can change my world 
Just say the line 
With just three words 
You'd save my life 
 
I forgive you (ah) 
You'd save my life 
I forgive you 
I forgive you (ah) 
You'd save my life
"
a1,Stones,"

I used to be stardust 
Then came the big bang 
Then I turned to mountain the bed rock the sand 
Chiseled and broken 
Shaped by a man 
Turned into weapon in his hands 
 
Too many stones  
Too many stones  
Too many stones have been thrown 
 
A piece of a bridge 
A break in a wall 
I can be anything at all 
A tip of an arrow 
The very first wheel 
I held the command and always will 
 
Too many stones  
Too many stones  
Too many stones have been thrown 
 
So lay me down, build a path 
Walk on me together 
Let me be your common ground 
And hold on to each other 
Lay me down 
Lay me down oh 
Too many stones have been thrown 
 
Too many stones  
Too many stones  
Too many stones have been thrown 
 
Oh lay me down 
 
Too many stones (Lay me down) 
Too many stones (just lay me down) 
Too many stones have been thrown 
 
Too many stones (just lay me down) 
Too many stones (too many stones) 
Too many stones have been thrown 
 
A piece of a bridge 
A break in a wall 
I can be anything at all
"
a1,Grateful,"

When I'm grateful 
And I'm starring at the sky 
I feel so small 
Like a ship against the tide 
Still I know, there's a simple truth 
 
I am grateful 
When I hear the saddest song 
In that moment 
I know I am not alone 
Someone else, feels the same way too 
 
To be grateful 
Even in my heartache and my pain 
To be grateful 
When it feels like I'm about to break 
 
Ever grateful 
For the scars along the way 
And I'm thankful 
For each mistake I've made 
'Cause somehow, it all led me to you 
 
To be grateful 
Even in my heartache and my pain 
To be grateful 
When it feels like I'm about to break 
 
When I'm grateful 
And I'm starring at the sky 
I feel so small 
Still so good to be alive 
'Cause I know, I shared it all with you
"
a1,2:59,"

Sunday football I got booed off the pitch 
Some people gamble as a way to get rich 
I got to find a better way to invest in zeroes oh 
Cigarettes may damage your wealth 
I'd rather save it all to spend on myself 
I got a letter of eviction and I'm no hero 
 
I'm not a saver I'm a spender 
I'm a one weekender 
 
What can we do when our two worlds collide? 
There's only ten ways to survive all the chances of knowing 
After a hard day at work I go home 
I don't know where I'm going but I'm ready to go 
I made a lot of money but got nothing to show 
And now it's 2:59 
And I'm still waiting for the train to go home 
 
I've been thinking 'bout the meaning of life 
Plenty of butter but I don't have a knife 
Sure beats the hell out of waiting for a ticket to Rino 
Watching TV makes me really upset 
I wonder why I haven't been on it yet 
I'm still waiting for a part in a Tarantino 
 
I'm not a saver I'm a spender 
I'm a one weekender 
 
What can we do when our two worlds collide? 
There's only ten ways to survive all the chances of knowing 
After a hard day at work I go home 
You know I don't know where I'm going but I'm ready to go 
I made a lot of money but got nothing to show 
And now it's 2:59 
And I'm still waiting for the train to go home 
Yeah yeah I said I wanna go home 
 
What can we do when our two worlds collide? 
Ah 
After a hard day at work I go home 
I don't know where I'm going but I'm ready to go 
I said I made a lot of money but got nothing to show 
And now it's 2:59 
And I'm still waiting for the train to go home 
Yeah I'm waiting for the train to go home
"
a1,After All It's Christmas,"

I feel the joy in this Christmas time 
But something's missing in this heart of mine 
The choirs sings that the season's here 
I always miss you this time of year 
 
It's crowded out in Trafalgar square  
But it feels so empty when you're not there 
They're all waiting for snow to fall  
But I'm still waiting for a miracle 
 
I left my heart underneath the tree 
I believe after all it's Christmas 
Pray the lights lead you back to me 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas time 
 
If New Year comes and my gifts still there 
The lights come down and the tree is bare 
I'll keep it wrapped 'til December then 
I'll place it under the tree again 
 
I left my heart underneath the tree 
I believe after all it's Christmas 
Pray the lights lead you back to me 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas time 
 
Christmas morning finally  
I run downstairs excitedly 
Then to my surprise I see 
The greatest gift in front of me 
 
You left your heart underneath the tree 
I believe after all it's Christmas 
I guess the lights led you back to me 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas  
 
You left my heart underneath the tree 
I believe after all it's Christmas 
I guess the lights led you back to me 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas 
Oh... 
I believe after all it's Christmas time
"
a1,Another Year Gone,"

I watched the ice melt away 
I saw the cold wind change 
But like in an old snow globe 
In my world, it's always winter 
 
As flakes settle to the ground  
You turn me upside down  
And back to start I go 
In my world, it's always winter 
 
Another year gone 
I've been here too long 
All of my new years 
Resolution have gone wrong 
I'm still on this shelf 
Waiving farewell 
To another year gone 
 
Here on your window sill 
It's as if time stood still 
I'm stuck in this wonderland  
But it's all fake 
It's only glitter  
 
Another year gone 
I've been here too long 
All of my new years 
Resolution have gone wrong 
I'm still on this shelf 
Waiving farewell 
To another year gone 
 
Be careful how hard you shake 
'Cause one day this glass will break 
Water will flow like tears 
And I'll sail away on that river 
 
Another year gone 
I've been here too long 
All of my New Year's 
Resolutions have gone wrong 
I'm still on this shelf 
All by myself 
Another year gone
"
a1,Armour,"

I'll love you till kingdom come 
That's the way where I come from 
Build a heart that's made to last 
Shape the future with the past 
 
Hold a lantern, light the way 
Walk with you into the fray 
Face our demons side by side 
We're an army, you and I 
 
I'll be there with sword in hand 
A cavalry at your command 
Lead the charge, I'll be your shield 
Standin' on the battlefield 
Nothing can harm you, I'll be the armour 
For your heart 
 
We will leave no stone unturned 
Walk away from bridges burned 
With the world here at our feet 
We're an army, you and me 
 
I'll be there with sword in hand 
A cavalry at your command 
Lead the charge, I'll be your shield 
Standin' on the battlefield 
Nothing can harm you, I'll be the armour 
For your heart 
 
Together, together, together, together 
Together, together, together, together 
Together, together, together 
 
I'll be there with sword in hand 
A cavalry at your command 
Lead the charge, I'll be your shield 
Standin' on the battlefield 
Nothing can harm you, I'll be the armour 
For your heart
"
a1,Beatles Medley,"

Baby's good to me you know 
She's happy as can be you know 
And she said so 
I'm in love with her and I feel fine 
 
Baby says she's mine you know 
And she tells me all the time you know 
She said so 
I'm in love with her and I feel fine 
 
I'm so glad she's my little girl 
She's so glad she's telling all the world 
That her baby buys her things you know 
That he he buys her a diamond ring you know 
And she said so 
She's she's in love with me and I feel fine 
 
I'm so glad she's my little girl 
She's so glad she's telling all the world 
 
She loves you yeah, yeah, yeah 
She loves you yeah, yeah, yeah 
And with a love like that you know you should be glad 
 
You think you've lost your love 
Well I saw her yesterday 
It's you she's thinking of 
And she told me what to say 
 
She says she loves you 
And you know that can't be bad 
She said she loves you 
And you know you should be glad 
 
She said you hurt her so 
She almost lost her mind 
But now she says she know 
You're not the hurting kind 
 
Repeat refrain 
She loves you yeah yeah yeah 
She loves you yeah yeah yeah 
 
With a love like that 
You know you should be glad 
 
She loves you yeah... yeah... yeah
"
